id;id_video;content;norm_bitrate;complexity;complexity_class;resolution;caching;bitrate_video;framerate_video;dropped_video;bitrate_audio;dropped_audio;begin_time;screen_size;id_user;age_user;sex_user;mos
96;1;News;5,21;5,21;0;1080;1000;2618;29;5;42;3;596;1920x1200;1;25;men;3
114;1;News;5,21;5,21;0;480;1000;891,33;30;0;81;3;1288;1920x1200;1;25;men;3
203;1;News;5,21;5,21;0;360;1000;700,89;30;0;56;2;559;1920x1200;1;25;men;3
247;1;News;5,21;5,21;0;144;100;82;1;18;22;0;756;1920x1200;1;25;men;1
254;1;News;5,21;5,21;0;360;800;836,22;30;0;58;2;506;1920x1200;1;25;men;3
262;1;News;5,21;5,21;0;360;400;1026;29;0;42;2;1279;1920x1200;1;25;men;4
341;1;News;5,21;5,21;0;144;400;66,44;10;0;21;0;763;1920x1200;1;25;men;1
385;1;News;5,21;5,21;0;240;1000;387,44;30;0;38;2;502;1920x1200;1;25;men;2
394;1;News;5,21;5,21;0;144;200;78,78;10;1;22;0;546;1920x1200;1;25;men;1
411;1;News;5,21;5,21;0;240;400;156,33;30;0;38;2;576;1920x1200;1;25;men;2
416;1;News;5,21;5,21;0;480;1000;1302,44;30;0;61;3;599;1920x1200;1;25;men;4
460;1;News;5,21;5,21;0;360;400;650,33;30;0;59;2;1190;1920x1200;1;25;men;4
468;1;News;5,21;5,21;0;720;400;1077,89;30;0;44;1;1098;1920x1200;1;25;men;5
30;2;News;4,74;4,91;0;240;200;306,67;30;0;38;2;1710;1366 x 768;2;21;men;2
60;2;News;4,74;4,91;0;360;1000;1005,33;30;0;83;3;1497;1366 x 768;2;21;men;3
75;2;News;4,74;4,91;0;1080;1000;3210,78;30;0;44;1;716;1366 x 768;2;21;men;5
89;2;News;4,74;4,91;0;720;1000;2874,67;30;0;44;1;447;1366 x 768;2;21;men;5
91;2;News;4,74;4,91;0;360;400;443,33;30;0;62;2;538;1366 x 768;2;21;men;4
92;2;News;4,74;4,91;0;720;1000;1586;30;0;43;1;602;1366 x 768;2;21;men;4
163;2;News;4,74;4,91;0;240;400;363,44;30;0;38;2;520;1366 x 768;2;21;men;3
216;2;News;4,74;4,91;0;720;400;2719,44;30;0;44;1;433;1366 x 768;2;21;men;5
227;2;News;4,74;4,91;0;144;200;102,33;10;0;22;0;758;1366 x 768;3;25;men;1
260;2;News;4,74;4,91;0;720;400;425,89;29;0;42;1;593;1366 x 768;3;25;men;4
268;2;News;4,74;4,91;0;480;400;645;30;0;59;2;994;1366 x 768;3;25;men;3
313;2;News;4,74;4,91;0;1080;1000;2638,56;30;0;44;1;1286;1366 x 768;3;25;men;5
330;2;News;4,74;4,91;0;360;800;821,56;30;0;52;3;832;1366 x 768;3;25;men;4
336;2;News;4,74;4,91;0;480;400;759,11;31;0;67;2;1392;1366 x 768;3;25;men;3
344;2;News;4,74;4,91;0;1080;2000;418,89;30;0;60;3;720;1366 x 768;3;25;men;4
12;3;News;5,41;5,33;0;480;400;1135,89;30;0;56;3;1082;1366 x 768;4;21;women;4
367;2;News;4,74;4,91;0;1080;2000;1491,78;30;0;43;1;1031;1366 x 768;4;21;women;5
386;2;News;4,74;4,91;0;480;1000;1809,44;30;0;44;1;730;1366 x 768;4;21;women;5
401;2;News;4,74;4,91;0;240;200;349;30;0;38;2;424;1366 x 768;4;21;women;2
420;2;News;4,74;4,91;0;480;400;919,89;30;0;66;2;574;1366 x 768;4;21;women;4
490;2;News;4,74;4,91;0;144;400;84,44;10;0;22;0;793;1366 x 768;4;21;women;1
503;2;News;4,74;4,91;0;360;1000;836,67;30;0;53;2;423;1366 x 768;4;21;women;4
528;2;News;4,74;4,91;0;360;1000;822,33;30;0;52;3;1218;1366 x 768;4;21;women;4
583;2;News;4,74;4,91;0;360;1000;1454,89;31;0;50;3;621;1366 x 768;4;21;women;3
21;3;News;5,41;5,33;0;240;800;364,56;30;0;38;2;1146;1920x1200;5;30;men;2
25;3;News;5,41;5,33;0;240;200;421,22;30;0;38;2;1059;1920x1200;5;30;men;2
39;3;News;5,41;5,33;0;240;200;364,11;30;0;38;2;501;1920x1200;5;30;men;2
47;3;News;5,41;5,33;0;360;400;744,67;30;0;66;2;1102;1920x1200;5;30;men;4
72;3;News;5,41;5,33;0;144;200;90,56;10;1;22;0;541;1920x1200;5;30;men;2
76;3;News;5,41;5,33;0;240;400;304;30;0;38;2;891;1920x1200;5;30;men;3
85;3;News;5,41;5,33;0;144;200;90,89;10;1;22;0;586;1920x1200;6;26;men;1
170;3;News;5,41;5,33;0;720;400;1755,56;30;0;44;1;899;1920x1200;6;26;men;4
196;3;News;5,41;5,33;0;720;400;2487,44;29;0;42;1;1252;1920x1200;6;26;men;4
200;3;News;5,41;5,33;0;144;200;96,11;10;1;22;0;1370;1920x1200;6;26;men;1
222;3;News;5,41;5,33;0;480;400;930,11;30;0;61;3;1662;1920x1200;6;26;men;3
229;3;News;5,41;5,33;0;240;200;334,89;30;0;38;2;645;1920x1200;6;26;men;2
237;3;News;5,41;5,33;0;480;400;2566,89;30;0;44;1;2012;1920x1200;7;21;women;4
239;3;News;5,41;5,33;0;480;400;1020,89;30;0;76;3;1148;1920x1200;7;21;women;3
288;3;News;5,41;5,33;0;1080;1000;3318,78;30;0;44;1;1082;1920x1200;7;21;women;5
293;3;News;5,41;5,33;0;144;100;90,89;1;18;22;0;922;1920x1200;7;21;women;1
307;3;News;5,41;5,33;0;720;400;2899,11;30;0;43;1;1247;1920x1200;7;21;women;4
308;3;News;5,41;5,33;0;720;400;1372,22;30;0;44;1;1236;1920x1200;7;21;women;4
356;3;News;5,41;5,33;0;720;400;1718,67;30;0;44;1;1081;1920x1200;7;21;women;4
389;3;News;5,41;5,33;0;360;200;993,67;30;0;54;3;1266;1920x1200;7;21;women;4
15;4;Sports;17,37;9,02;3;1080;1000;3144,67;30;0;43;2;1899;1920x1200;8;24;men;5
53;4;Sports;17,37;9,02;3;240;200;351,33;30;0;38;2;1540;1920x1200;8;24;men;3
105;4;Sports;17,37;9,02;3;720;400;2552,33;30;0;44;1;1143;1920x1200;8;24;men;4
123;4;Sports;17,37;9,02;3;360;200;1735,67;30;0;44;1;2053;1920x1200;8;24;men;4
410;3;News;5,41;5,33;0;144;200;92,56;10;1;22;0;1339;1920x1200;8;24;men;1
437;3;News;5,41;5,33;0;240;200;344,67;30;0;39;2;1815;1920x1200;8;24;men;1
446;3;News;5,41;5,33;0;240;200;314,22;30;0;38;2;1826;1920x1200;8;24;men;2
472;3;News;5,41;5,33;0;720;400;2916,44;30;0;44;1;1227;1920x1200;8;24;men;4
524;3;News;5,41;5,33;0;1080;1000;1521;30;0;44;1;976;1920x1200;8;24;men;4
541;3;News;5,41;5,33;0;720;400;1822,89;29;0;42;1;1884;1920x1200;8;24;men;4
576;3;News;5,41;5,33;0;144;100;88,67;2;18;22;0;1216;1920x1200;8;24;men;1
140;4;Sports;17,37;9,02;3;144;100;92,89;1;21;22;0;2343;1920x1200;9;25;men;2
154;4;Sports;17,37;9,02;3;720;400;3121,78;30;0;44;2;1653;1920x1200;9;25;men;3
158;4;Sports;17,37;9,02;3;1080;1000;1661,33;30;0;44;1;2855;1920x1200;9;25;men;4
164;4;Sports;17,37;9,02;3;1080;1000;1724,89;30;2;44;5;2993;1920x1200;9;25;men;3
211;4;Sports;17,37;9,02;3;480;400;302,78;31;0;62;3;5491;1920x1200;9;25;men;3
246;4;Sports;17,37;9,02;3;144;100;82,78;1;18;22;0;2172;1920x1200;9;25;men;1
251;4;Sports;17,37;9,02;3;240;200;312,78;30;0;38;2;1658;1920x1200;9;25;men;2
284;4;Sports;17,37;9,02;3;360;200;2701;1;0;2;2;814;1920x1200;9;25;men;1
287;4;Sports;17,37;9,02;3;720;400;2964;29;5;43;12;2480;1920x1200;9;25;men;3
327;4;Sports;17,37;9,02;3;240;200;356,56;30;0;38;2;1638;1920x1200;9;25;men;2
350;4;Sports;17,37;9,02;3;720;400;3244,22;30;3;43;3;2100;1920x1200;10;27;men;2
352;4;Sports;17,37;9,02;3;144;100;89,22;1;21;22;0;3146;1920x1200;10;27;men;1
353;4;Sports;17,37;9,02;3;720;400;1449,67;30;1;44;2;1411;1920x1200;10;27;men;3
371;4;Sports;17,37;9,02;3;360;800;792,67;30;0;52;3;2008;1920x1200;10;27;men;4
414;4;Sports;17,37;9,02;3;240;200;317,33;30;0;38;2;1708;1920x1200;10;27;men;2
522;4;Sports;17,37;9,02;3;1080;1000;2012,56;30;0;43;1;1728;1920x1200;10;27;men;5
525;4;Sports;17,37;9,02;3;144;100;89,11;1;22;22;0;1817;1920x1200;10;27;men;1
549;4;Sports;17,37;9,02;3;240;200;358,89;30;0;38;2;2594;1920x1200;10;27;men;2
4;5;Sports;18,99;9,3;3;720;400;2217,67;26;12;39;12;824;1920x1200;11;26;men;2
7;5;Sports;18,99;9,3;3;720;400;1830,78;30;0;44;1;2045;1920x1200;11;26;men;3
34;5;Sports;18,99;9,3;3;360;800;204;30;0;69;2;2498;1920x1200;11;26;men;3
61;5;Sports;18,99;9,3;3;720;400;1065,22;30;0;44;2;1927;1920x1200;11;26;men;4
552;4;Sports;17,37;9,02;3;1080;1000;2822,44;30;4;43;4;1372;1920x1200;11;26;men;5
572;4;Sports;17,37;9,02;3;1080;1000;2822,44;30;0;44;2;1208;1920x1200;11;26;men;5
67;5;Sports;18,99;9,3;3;1080;1000;1597;30;0;44;1;2369;1920x1200;12;22;men;3
84;5;Sports;18,99;9,3;3;360;200;2458,11;5;0;9;3;2443;1920x1200;12;22;men;1
100;5;Sports;18,99;9,3;3;720;400;1368;9;17;15;11;1306;1920x1200;12;22;men;2
110;5;Sports;18,99;9,3;3;720;400;2479,44;23;1;34;1;718;1920x1200;12;22;men;3
128;5;Sports;18,99;9,3;3;240;200;443,56;30;0;38;2;2332;1920x1200;12;22;men;2
135;5;Sports;18,99;9,3;3;1080;1000;2391,44;27;5;40;7;3487;1920x1200;12;22;men;3
166;5;Sports;18,99;9,3;3;720;400;1242;11;4;18;10;3456;1920x1200;12;22;men;2
185;5;Sports;18,99;9,3;3;720;400;1163,89;9;9;16;11;5412;1920x1200;13;26;men;2
223;5;Sports;18,99;9,3;3;144;100;89,78;1;23;22;0;10764;1920x1200;13;26;men;1
224;5;Sports;18,99;9,3;3;240;200;171,11;29;0;37;2;2036;1920x1200;13;26;men;2
252;5;Sports;18,99;9,3;3;480;400;2498;0;0;0;3;4856;1920x1200;13;26;men;1
274;5;Sports;18,99;9,3;3;480;400;108;0;1;0;2;4897;1920x1200;13;26;men;1
294;5;Sports;18,99;9,3;3;480;400;886,11;30;0;45;3;2663;1920x1200;13;26;men;3
298;5;Sports;18,99;9,3;3;720;400;1830,78;30;0;44;1;1904;1920x1200;13;26;men;4
321;5;Sports;18,99;9,3;3;480;400;1331;0;0;0;3;1095;1920x1200;13;26;men;1
325;5;Sports;18,99;9,3;3;240;200;368,56;30;0;38;2;1600;1920x1200;13;26;men;3
343;5;Sports;18,99;9,3;3;1080;1000;2433,22;30;0;43;2;2629;1920x1200;13;26;men;5
373;5;Sports;18,99;9,3;3;1080;1000;1869,67;30;0;43;1;1677;1920x1200;13;26;men;4
391;5;Sports;18,99;9,3;3;720;400;2566,11;30;0;43;2;2367;1920x1200;13;26;men;4
400;5;Sports;18,99;9,3;3;720;400;1173,33;30;0;43;1;1850;1920x1200;13;26;men;5
412;5;Sports;18,99;9,3;3;1080;1000;1204,89;30;0;44;2;1336;1920x1200;13;26;men;5
37;6;Sports;9,88;7,24;2;1080;1000;2846,89;30;2;44;6;1873;1920x1200;14;24;men;3
471;5;Sports;18,99;9,3;3;480;400;839,11;30;0;64;3;2772;1920x1200;14;24;men;3
484;5;Sports;18,99;9,3;3;144;100;89,89;2;18;22;0;1459;1920x1200;14;24;men;1
493;5;Sports;18,99;9,3;3;1080;1000;2982,11;29;1;42;3;1516;1920x1200;14;24;men;4
515;5;Sports;18,99;9,3;3;144;100;102;1;21;22;0;1280;1920x1200;14;24;men;1
526;5;Sports;18,99;9,3;3;240;200;361;30;0;38;2;2266;1920x1200;14;24;men;2
531;5;Sports;18,99;9,3;3;480;400;892,78;30;0;66;2;2564;1920x1200;14;24;men;4
537;5;Sports;18,99;9,3;3;720;400;3187;30;0;43;2;1870;1920x1200;14;24;men;3
546;5;Sports;18,99;9,3;3;240;200;338,33;30;0;38;2;2229;1920x1200;14;24;men;2
558;5;Sports;18,99;9,3;3;240;200;322,89;29;0;37;2;3705;1920x1200;14;24;men;2
45;6;Sports;9,88;7,24;2;1080;1000;2744,67;30;0;44;2;1874;1920x1200;15;30;women;5
147;6;Sports;9,88;7,24;2;240;200;2797,44;27;6;40;11;2262;1920x1200;15;30;women;1
148;6;Sports;9,88;7,24;2;144;100;88,44;1;21;22;0;1089;1920x1200;15;30;women;1
248;6;Sports;9,88;7,24;2;720;400;3144,56;30;0;43;2;1791;1920x1200;15;30;women;4
292;6;Sports;9,88;7,24;2;480;400;310,11;30;0;62;3;2182;1920x1200;15;30;women;4
300;6;Sports;9,88;7,24;2;144;100;77,22;1;23;22;0;1832;1366 x 768;16;22;men;1
378;6;Sports;9,88;7,24;2;360;200;209,33;30;0;69;2;2007;1366 x 768;16;22;men;2
379;6;Sports;9,88;7,24;2;144;100;80,22;1;23;22;0;1766;1366 x 768;16;22;men;2
382;6;Sports;9,88;7,24;2;240;200;374,78;30;0;39;2;3288;1366 x 768;16;22;men;2
383;6;Sports;9,88;7,24;2;720;400;1172,89;12;15;19;11;1113;1366 x 768;16;22;men;2
423;6;Sports;9,88;7,24;2;720;400;2012,44;30;0;43;1;1333;1366 x 768;16;22;men;5
453;6;Sports;9,88;7,24;2;480;400;2701;0;0;0;3;689;1366 x 768;16;22;men;1
521;6;Sports;9,88;7,24;2;360;200;2764;0;0;0;3;687;1366 x 768;16;22;men;1
535;6;Sports;9,88;7,24;2;144;100;104,33;2;18;22;0;1056;1366 x 768;16;22;men;1
566;6;Sports;9,88;7,24;2;240;200;364,33;30;0;38;2;3618;1366 x 768;16;22;men;1
574;6;Sports;9,88;7,24;2;240;200;366,22;30;0;38;2;2193;1366 x 768;17;26;men;2
585;6;Sports;9,88;7,24;2;480;400;2645;0;0;0;3;742;1366 x 768;17;26;men;1
606;6;Sports;9,88;7,24;2;480;400;803,89;30;0;54;2;2595;1366 x 768;17;26;men;4
612;6;Sports;9,88;7,24;2;1080;1000;2969,56;29;4;43;11;1923;1366 x 768;17;26;men;2
6;7;Documentary;5,4;5,32;0;360;200;766;0;0;0;3;1152;1920x1200;18;25;men;1
26;7;Documentary;5,4;5,32;0;240;200;500,33;30;0;38;2;2360;1920x1200;18;25;men;3
71;7;Documentary;5,4;5,32;0;240;200;345,11;30;0;38;2;1633;1920x1200;18;25;men;2
79;7;Documentary;5,4;5,32;0;720;400;3123,44;30;0;44;1;1640;1920x1200;18;25;men;5
80;7;Documentary;5,4;5,32;0;480;400;538;0;1;0;4;695;1920x1200;18;25;men;1
132;7;Documentary;5,4;5,32;0;720;400;1405,56;11;13;16;7;1291;1920x1200;18;25;men;2
156;7;Documentary;5,4;5,32;0;360;200;2784;0;0;0;3;671;1920x1200;19;27;women;1
192;7;Documentary;5,4;5,32;0;360;200;1409;0;0;0;2;1009;1920x1200;19;27;women;1
225;7;Documentary;5,4;5,32;0;720;400;1264,44;12;6;18;16;1087;1920x1200;19;27;women;2
319;7;Documentary;5,4;5,32;0;360;200;2718;0;0;0;3;711;1920x1200;19;27;women;1
359;7;Documentary;5,4;5,32;0;480;400;303;29;0;56;3;1373;1920x1200;19;27;women;4
360;7;Documentary;5,4;5,32;0;360;200;789,89;30;0;54;2;1742;1920x1200;19;27;women;4
375;7;Documentary;5,4;5,32;0;360;200;841,33;30;0;65;2;2074;1920x1200;19;27;women;4
442;7;Documentary;5,4;5,32;0;480;400;580;0;0;0;2;747;1920x1200;19;27;women;1
448;7;Documentary;5,4;5,32;0;144;100;86,78;1;21;22;0;1002;1920x1200;19;27;women;2
482;7;Documentary;5,4;5,32;0;144;100;76,89;2;18;22;0;1548;1920x1200;19;27;women;1
483;7;Documentary;5,4;5,32;0;1080;1000;3054,44;30;0;42;1;3084;1920x1200;19;27;women;4
530;7;Documentary;5,4;5,32;0;144;200;90,11;10;1;22;0;2069;1920x1200;19;27;women;1
533;7;Documentary;5,4;5,32;0;480;400;2772;0;0;0;3;655;1920x1200;19;27;women;1
545;7;Documentary;5,4;5,32;0;1080;1000;1454,78;30;1;44;2;1756;1920x1200;19;27;women;4
571;7;Documentary;5,4;5,32;0;240;200;303,11;30;0;38;2;1108;1920x1200;19;27;women;2
